Date,Gold_INR_per_gram,Silver_INR_per_gram,Platinum_INR_per_gram,Diamond_INR_per_carat
01-01-2016,23397.85,87.54,6765.78,8974
02-01-2016,23397.85,45.02,4544.34,6545
03-01-2016,23091.46,55.87,4344.65,5526
04-01-2016,22879.77,28.45,1879.58,3788
05-01-2016,23091.46,28.9,1902.73,3832.89
06-01-2016,23353.5,28.88,1868.66,3834
07-01-2016,23762.65,29.75,1880.08,3957.85
08-01-2016,23619.81,28.95,1887.13,3792.41
09-01-2016,23619.81,28.95,1887.13,3792.41
10-01-2016,23619.81,28.95,1887.13,3792.41
11-01-2016,23563.28,28.8,1815.87,3741.48
12-01-2016,23312.64,28.54,1798.48,3739.96
13-01-2016,23397.85,29.44,1829.23,3687.51
14-01-2016,23110.77,28.6,1794.8,3725.43
15-01-2016,23618.67,29.06,1786.71,3653.26
16-01-2016,23618.67,29.06,1786.71,3653.26
17-01-2016,23618.67,29.06,1786.71,3653.26
18-01-2016,23618.67,29.06,1786.71,3653.26
19-01-2016,23397.85,29.72,1804.04,3652.78
20-01-2016,24121.03,29.82,1782.01,3611.98
21-01-2016,24011.04,29.76,1787.23,3625.99
22-01-2016,23919.79,29.62,1808.81,3684.01
23-01-2016,23919.79,29.62,1808.81,3684.01
24-01-2016,23919.79,29.62,1808.81,3684.01
25-01-2016,24021.04,29.91,1866.83,3584.4
26-01-2016,24429.75,30.64,1906.12,3646.5
27-01-2016,24318.19,30.44,1918.26,3663.19
28-01-2016,24460.09,30.15,1898.53,3577.56
29-01-2016,24440.67,30.14,1909.67,3645.47
30-01-2016,24440.67,30.14,1909.67,3645.47
31-01-2016,24440.67,30.14,1909.67,3645.47
01-02-2016,24611.56,30.25,1895.78,3748.01
02-02-2016,24602.82,30.14,1864.69,3586.66
03-02-2016,24946.53,31.13,1920.88,3596.91
04-02-2016,25280.85,31.35,1975.12,3626.4
05-02-2016,25150.1,31.03,1959.35,3508.82
06-02-2016,25150.1,31.03,1959.35,3508.82
07-02-2016,25150.1,31.03,1959.35,3508.82
08-02-2016,26112.82,32.51,2020.75,3436.66
09-02-2016,26235.86,32.7,2052.34,3311.67
10-02-2016,26091.46,32.28,2038.27,3316.47
11-02-2016,27239.27,33.34,2100.74,3266.56
12-02-2016,27278.64,33.62,2107.48,3444.93
13-02-2016,27278.64,33.62,2107.48,3444.93
14-02-2016,27278.64,33.62,2107.48,3444.93
15-02-2016,27278.64,33.62,2107.48,3444.93
16-02-2016,26460.91,32.49,2051.99,3532.9
17-02-2016,26674.69,32.75,2089.75,3604.33
18-02-2016,26945.94,32.8,2076.16,3558.16
19-02-2016,27123.51,32.77,2082.32,3566.12
20-02-2016,27123.51,32.77,2082.32,3566.12
21-02-2016,27123.51,32.77,2082.32,3566.12
22-02-2016,26651.89,32.36,2042.25,3592.99
23-02-2016,26948.09,32.49,2078.37,3509.85
24-02-2016,27321.21,32.63,2080.8,3418.72
25-02-2016,27219.82,32.25,2035.88,3388.71
26-02-2016,26980.43,31.43,2022.76,3439.85
27-02-2016,26980.43,31.43,2022.76,3439.85
28-02-2016,26980.43,31.43,2022.76,3439.85
29-02-2016,27265.73,31.84,2063.21,3673.16
01-03-2016,26983.66,31.26,2053.11,3747.67
02-03-2016,27032.19,31.61,2038.03,3788.36
03-03-2016,27242.49,31.71,2041.35,3767.21
04-03-2016,27413.28,32.75,2128.04,3766.5
05-03-2016,27413.28,32.75,2128.04,3766.5
06-03-2016,27413.28,32.75,2128.04,3766.5
07-03-2016,27182.14,32.52,2155.08,3806.98
08-03-2016,27205.54,32.08,2131.65,3662.5
09-03-2016,27212.63,32.17,2127.25,3666.24
10-03-2016,27459.43,32.47,2109.54,3706.18
11-03-2016,27238.68,32.67,2097.38,3746.87
12-03-2016,27238.68,32.67,2097.38,3746.87
13-03-2016,27238.68,32.67,2097.38,3746.87
14-03-2016,26770.79,32.3,2075.79,3720.81
15-03-2016,26572.86,31.87,2071.79,3699.27
16-03-2016,26622.22,31.87,2075.12,3804.89
17-03-2016,27169.46,33.3,2124.14,3853.2
18-03-2016,26851.68,32.75,2077.38,3871.27
19-03-2016,26851.68,32.75,2077.38,3871.27
20-03-2016,26851.68,32.75,2077.38,3871.27
21-03-2016,26543.15,32.7,2094.13,3865.96
22-03-2016,26694.83,32.85,2130.75,3858.83
23-03-2016,26266.85,31.7,2061.29,3797.98
24-03-2016,26271.68,31.61,2047.49,3892.14
25-03-2016,26271.68,31.61,2047.49,3892.14
26-03-2016,26271.68,31.61,2047.49,3892.14
27-03-2016,26271.68,31.61,2047.49,3892.14
28-03-2016,26241.37,31.62,2031.08,3929.45
29-03-2016,26579.09,31.71,2075.17,3957.77
30-03-2016,26179.34,31.39,2057.6,3870.58
31-03-2016,26335.1,31.91,2083.85,3957.3
01-04-2016,26031.89,30.99,2031.09,3947.5
02-04-2016,26031.89,30.99,2031.09,3947.5
03-04-2016,26031.89,30.99,2031.09,3947.5
04-04-2016,25985.51,30.84,2010.78,3873.54
05-04-2016,26118.53,31.09,2019.91,3846.3
06-04-2016,26124.76,31.12,2014.97,3885.05
07-04-2016,26443.35,31.36,2040.26,3791.49
08-04-2016,26676.39,31.95,2077.22,3808.41
09-04-2016,26676.39,31.95,2077.22,3808.41
10-04-2016,26676.39,31.95,2077.22,3808.41
11-04-2016,26886.31,33.06,2116.76,3820.96
12-04-2016,26841.23,33.44,2128.07,3824.49
13-04-2016,26582.72,33.67,2136.77,3906.84
14-04-2016,26200.63,33.46,2121.93,3840.27
15-04-2016,26418.28,33.8,2117.79,3845.84
16-04-2016,26418.28,33.8,2117.79,3845.84
17-04-2016,26418.28,33.8,2117.79,3845.84
18-04-2016,26435.33,33.69,2092.37,3890.98
19-04-2016,26752.77,35.05,2164.99,3909.28
20-04-2016,26681.69,35.29,2185.93,3930.5
21-04-2016,26585.05,35.18,2193.64,3935.83
22-04-2016,26274.63,34.95,2159.79,3917.56
23-04-2016,26274.63,34.95,2159.79,3917.56
24-04-2016,26274.63,34.95,2159.79,3917.56
25-04-2016,26548.91,35.25,2178.73,3840.55
26-04-2016,26640.39,35.49,2185.15,3917.58
27-04-2016,26690.91,35.73,2188.13,3918.75
28-04-2016,26997.69,36.23,2237.68,3872.04
29-04-2016,27537.7,36.76,2302.43,3924.05
30-04-2016,27537.7,36.76,2302.43,3924.05
01-05-2016,27537.7,36.76,2302.43,3924.05
02-05-2016,27646.85,36.47,2316.68,3925.75
03-05-2016,27541.93,36.07,2283.46,3863.9
04-05-2016,27261.11,35.78,2257.45,3826.38
05-05-2016,27231.88,35.85,2277.25,3820.88
06-05-2016,27684.9,36.27,2320.53,3841.16
07-05-2016,27684.9,36.27,2320.53,3841.16
08-05-2016,27684.9,36.27,2320.53,3841.16
09-05-2016,27097.07,35.36,2238.89,3727.49
10-05-2016,27112.28,35.44,2249.17,3797.09
11-05-2016,27319.27,35.88,2281.39,3716.85
12-05-2016,27196.47,35.39,2253.35,3684.92
13-05-2016,27296.16,35.53,2257.48,3681.54
14-05-2016,27296.16,35.53,2257.48,3681.54
15-05-2016,27296.16,35.53,2257.48,3681.54
16-05-2016,27389.35,35.67,2265.1,3805.27
17-05-2016,27439.31,35.85,2265.54,3813.88
18-05-2016,27382.69,35.61,2240.15,3761.1
19-05-2016,27081.22,34.42,2186.23,3841.55
20-05-2016,27169.99,34.67,2218.25,3806.6
21-05-2016,27169.99,34.67,2218.25,3806.6
22-05-2016,27169.99,34.67,2218.25,3806.6
23-05-2016,27120.07,34.41,2194.36,3823.33
24-05-2016,26648.72,34.07,2176.53,3735.72
25-05-2016,26611.47,34.2,2162.41,3839.19
26-05-2016,26401.4,34.2,2153.7,3552.98
27-05-2016,26128.5,33.83,2153.7,3576.91
28-05-2016,26128.5,33.83,2153.7,3576.91
29-05-2016,26128.5,33.83,2153.7,3576.91
30-05-2016,26128.5,33.83,2153.7,3576.91
31-05-2016,26219.94,33.35,2112.4,3567.45
01-06-2016,26195.53,33.26,2097.11,3561.23
02-06-2016,26225.98,33.57,2077.61,3419.85
03-06-2016,26829.39,34.21,2122.16,3407.89
04-06-2016,26829.39,34.21,2122.16,3407.89
05-06-2016,26829.39,34.21,2122.16,3407.89
06-06-2016,26806.71,34.23,2144.15,3386.45
07-06-2016,26725.99,34.03,2144.26,3345.39
08-06-2016,27041.34,35.24,2170.73,3440.97
09-06-2016,27161.25,35.69,2145.62,3419.72
10-06-2016,27324.25,35.94,2132.47,3400.68
11-06-2016,27324.25,35.94,2132.47,3400.68
12-06-2016,27324.25,35.94,2132.47,3400.68
13-06-2016,27644.53,36.29,2141.35,3335.42
14-06-2016,27756.74,36.36,2097.52,3275.77
15-06-2016,27820.59,36.61,2108.29,3309.72
16-06-2016,27949.69,36.7,2108.79,3266.01
17-06-2016,27969.29,36.43,2089.74,3359.52
18-06-2016,27969.29,36.43,2089.74,3359.52
19-06-2016,27969.29,36.43,2089.74,3359.52
20-06-2016,27815.24,36.51,2127.76,3384.37
21-06-2016,27420.92,36.15,2117.49,3361.65
22-06-2016,27561.02,36.39,2136.85,3414.78
23-06-2016,27338.6,36.38,2093.75,3439.42
24-06-2016,28536.8,37.2,2133.13,3316.6
25-06-2016,28536.8,37.2,2133.13,3316.6
26-06-2016,28536.8,37.2,2133.13,3316.6
27-06-2016,28860.85,37.45,2136.03,3279.82
28-06-2016,28722.33,37.69,2136.76,3324.73
29-06-2016,28818.19,38.67,2201.36,3377.13
30-06-2016,28575.97,38.96,2214.07,3434.4
01-07-2016,29009.14,41.03,2288.92,3511.4
02-07-2016,29009.14,41.03,2288.92,3511.4
03-07-2016,29009.14,41.03,2288.92,3511.4
04-07-2016,29009.14,41.03,2288.92,3511.4
05-07-2016,29321.55,41.55,2318.23,3410.48
06-07-2016,29588.23,42.28,2356.18,3469.97
07-07-2016,29473.24,41.5,2364.4,3453.4
08-07-2016,29439.27,42.11,2380.57,3531.44
09-07-2016,29439.27,42.11,2380.57,3531.44
10-07-2016,29439.27,42.11,2380.57,3531.44
11-07-2016,29245.54,42.31,2384.32,3602.08
12-07-2016,28800.02,42.04,2362.55,3630.75
13-07-2016,28860.51,42.37,2357.82,3628.59
14-07-2016,28680.08,42.27,2371.66,3722.85
15-07-2016,28505.02,41.84,2343.36,3665.62
16-07-2016,28505.02,41.84,2343.36,3665.62
17-07-2016,28505.02,41.84,2343.36,3665.62
18-07-2016,28671.85,41.85,2370.97,3734.39
19-07-2016,28741.32,41.71,2362.98,3647.21
20-07-2016,28495.6,40.93,2350,3576.26
21-07-2016,28730.43,41.33,2386.54,3572.01
22-07-2016,28566.38,41.06,2343.86,3629.67
23-07-2016,28566.38,41.06,2343.86,3629.67
24-07-2016,28566.38,41.06,2343.86,3629.67
25-07-2016,28480.95,40.97,2342.29,3582.46
26-07-2016,28621.15,41.21,2376.03,3661.89
27-07-2016,28697.4,41.78,2433.63,3641.41
28-07-2016,28726.04,42.05,2448.49,3631.01
29-07-2016,29061.83,42.33,2471.66,3679.35
30-07-2016,29061.83,42.33,2471.66,3679.35
31-07-2016,29061.83,42.33,2471.66,3679.35
01-08-2016,28957.55,42.42,2485.63,3632.98
02-08-2016,29281.29,42.91,2508.35,3609.89
03-08-2016,29070.47,42.38,2501.46,3610.06
04-08-2016,29165.04,42.37,2493.88,3640.2
05-08-2016,28719.06,41.12,2467.04,3657.76
06-08-2016,28719.06,41.12,2467.04,3657.76
07-08-2016,28719.06,41.12,2467.04,3657.76
08-08-2016,28652.01,41.09,2475.41,3694.19
09-08-2016,28754.69,41.16,2483.56,3685.69
10-08-2016,28863.76,41.82,2534.89,3666.61
11-08-2016,28814.32,41.49,2477.28,3749.8
12-08-2016,28662.78,40.84,2417.82,3725.65
13-08-2016,28662.78,40.84,2417.82,3725.65
14-08-2016,28662.78,40.84,2417.82,3725.65
15-08-2016,28828.12,41.24,2395.64,3775.81
16-08-2016,29032.44,41.28,2411.6,3769.4
17-08-2016,28861.65,40.81,2391.34,3725.76
18-08-2016,29065.12,41.04,2432.85,3791.31
19-08-2016,28795.96,40.11,2397.94,3770.43
20-08-2016,28795.96,40.11,2397.94,3770.43
21-08-2016,28795.96,40.11,2397.94,3770.43
22-08-2016,28870.21,39.34,2388.05,3744.37
23-08-2016,28958.61,39.52,2395.15,3813.33
24-08-2016,28584.23,38.72,2330.29,3733.55
25-08-2016,28504.16,38.6,2320.11,3479.34
26-08-2016,28468.79,38.86,2316.28,3397.63
27-08-2016,28468.79,38.86,2316.28,3397.63
28-08-2016,28468.79,38.86,2316.28,3397.63
29-08-2016,28551.43,39.17,2327.24,3418.66
30-08-2016,28293.26,38.77,2273.04,3335.04
31-08-2016,28205.11,38.88,2267.8,3365.06
01-09-2016,28255.41,39.28,2252.77,3367.49
02-09-2016,28391.35,40.05,2275.22,3420.91
03-09-2016,28391.35,40.05,2275.22,3420.91
04-09-2016,28391.35,40.05,2275.22,3420.91
05-09-2016,28391.35,40.05,2275.22,3420.91
06-09-2016,28833.13,41.44,2350.41,3426.68
07-09-2016,28635.64,40.72,2324.42,3436.66
08-09-2016,28568.89,40.5,2314.7,3430.6
09-09-2016,28416.46,39.85,2277.21,3254.72
10-09-2016,28416.46,39.85,2277.21,3254.72
11-09-2016,28416.46,39.85,2277.21,3254.72
12-09-2016,28361.35,39.29,2235.63,3339.35
13-09-2016,28295.09,39.2,2218.99,3287
14-09-2016,28464.29,39.55,2238.59,3307.54
15-09-2016,28191.93,39.37,2215.43,3308.75
16-09-2016,28065.37,39.05,2183.67,3251.82
17-09-2016,28065.37,39.05,2183.67,3251.82
18-09-2016,28065.37,39.05,2183.67,3251.82
19-09-2016,28321.66,40.06,2203.85,3273.46
20-09-2016,28279.47,39.97,2218.31,3226.79
21-09-2016,28572.07,41.01,2255.58,3323.75
22-09-2016,28770.63,41.57,2280.36,3350.52
23-09-2016,28642.35,40.89,2263.2,3352
24-09-2016,28642.35,40.89,2263.2,3352
25-09-2016,28642.35,40.89,2263.2,3352
26-09-2016,28727.73,40.49,2235.48,3284.58
27-09-2016,28393.45,39.54,2194.56,3228.2
28-09-2016,28184.18,39.36,2182.92,3274.45
29-09-2016,28187.2,39.44,2198.33,3226.21
30-09-2016,28212.21,39.78,2209.63,3278.9
01-10-2016,28212.21,39.78,2209.63,3278.9
02-10-2016,28212.21,39.78,2209.63,3278.9
03-10-2016,28006.29,38.9,2147.43,3269.21
04-10-2016,27025.06,36.57,2101.52,3212.14
05-10-2016,27082,36.52,2081.24,3323.13
06-10-2016,26746.41,35.79,2059.37,3300.65
07-10-2016,26776.9,35.93,2055.7,3272.11
08-10-2016,26776.9,35.93,2055.7,3272.11
09-10-2016,26776.9,35.93,2055.7,3272.11
10-10-2016,26776.9,35.93,2055.7,3314.69
11-10-2016,26783.43,36.1,2021.69,3254
12-10-2016,26868.87,36.27,2015.33,3304.08
13-10-2016,26960.54,36.18,1995.51,3289.01
14-10-2016,26905.98,36.13,2009.52,3273.53
15-10-2016,26905.98,36.13,2009.52,3273.53
16-10-2016,26905.98,36.13,2009.52,3273.53
17-10-2016,26902.16,36.15,2000.29,3257.89
18-10-2016,27071.15,36.54,2024.75,3319.59
19-10-2016,27205.01,36.57,2017.15,3348.02
20-10-2016,27114.32,36.28,1995.01,3339.82
21-10-2016,27204.14,36.27,1995.56,3324.91
22-10-2016,27204.14,36.27,1995.56,3324.91
23-10-2016,27204.14,36.27,1995.56,3324.91
24-10-2016,27148.69,36.55,2012.27,3316.12
25-10-2016,27330.1,36.87,2066.89,3383.36
26-10-2016,27156.11,36.53,2062.26,3402.51
27-10-2016,27256.37,36.61,2067.39,3325.15
28-10-2016,27435.75,36.96,2104.09,3352.29
29-10-2016,27435.75,36.96,2104.09,3352.29
30-10-2016,27435.75,36.96,2104.09,3352.29
31-10-2016,27300,36.89,2095.11,3409.19
01-11-2016,27571.98,38.12,2132.84,3407.72
02-11-2016,28014.68,38.7,2139.9,3374.6
03-11-2016,27955.37,38.18,2128.91,3407.66
04-11-2016,27942.17,38.04,2147.6,3403.58
05-11-2016,27942.17,38.04,2147.6,3403.58
06-11-2016,27942.17,38.04,2147.6,3403.58
07-11-2016,27447.6,37.65,2144.19,3459.48
08-11-2016,27321.8,38.05,2158.02,3440.19
09-11-2016,27097.81,37.81,2130.39,3577.06
10-11-2016,27059.73,38.72,2094.43,3630.42
11-11-2016,27059.73,38.72,2094.43,3602.47
12-11-2016,27059.73,38.72,2094.43,3602.47
13-11-2016,27059.73,38.72,2094.43,3602.47
14-11-2016,26520.54,35.46,2023.35,3708.09
15-11-2016,26671.34,35.9,2032.6,3651.74
16-11-2016,26647.45,35.64,2057.26,3657.71
17-11-2016,26588.48,35.44,2060.2,3679.61
18-11-2016,26411.03,35.12,2009.51,3584.54
19-11-2016,26411.03,35.12,2009.51,3584.54
20-11-2016,26411.03,35.12,2009.51,3584.54
21-11-2016,26510.98,35.01,2046.4,3623.46
22-11-2016,26559.38,35.27,2064.66,3706.15
23-11-2016,26144.07,34.85,2043.86,3755.5
24-11-2016,26144.07,34.85,2043.86,3755.5
25-11-2016,26040.78,35.2,2004.23,3765.88
26-11-2016,26040.78,35.2,2004.23,3765.88
27-11-2016,26040.78,35.2,2004.23,3765.88
28-11-2016,26224.13,35.33,2029.25,3771.16
29-11-2016,26182.61,35.53,2025.36,3741.07
30-11-2016,25825.47,35.01,2003.08,3696.6
01-12-2016,25731.94,35.04,2005.81,3700.78
02-12-2016,25772.41,35.55,2041.88,3744.4
03-12-2016,25772.41,35.55,2041.88,3744.4
04-12-2016,25772.41,35.55,2041.88,3744.4
05-12-2016,25670.9,35.59,2048.86,3777.13
06-12-2016,25531.34,35.41,2042.55,3769.03
07-12-2016,25583.41,36.24,2050.37,3847.51
08-12-2016,25360.93,35.71,2043.1,3911.93
09-12-2016,25125.96,35.43,1980.13,3879.44
10-12-2016,25125.96,35.43,1980.13,3879.44
11-12-2016,25125.96,35.43,1980.13,3879.44
12-12-2016,25235.2,35.91,2022.5,3833.78
13-12-2016,25071.9,35.46,2027.73,3839.9
14-12-2016,25159.85,35.95,2035.67,3744.22
15-12-2016,24591.25,33.53,1945.84,3734.17
16-12-2016,24763.91,34.09,2035.12,3719.94
17-12-2016,24763.91,34.09,2035.12,3719.94
18-12-2016,24763.91,34.09,2035.12,3719.94
19-12-2016,24873.67,33.81,1998.18,3716.68
20-12-2016,24679.28,33.88,2012.95,3752.02
21-12-2016,24691.21,33.62,1993.68,3738.64
22-12-2016,24615.05,33.36,1976.53,3685.64
23-12-2016,24687.2,33.14,1946.36,3703.73
24-12-2016,24687.2,33.14,1946.36,3703.73
25-12-2016,24687.2,33.14,1946.36,3703.73
26-12-2016,24687.2,33.14,1946.36,3703.73
27-12-2016,24780.85,33.58,1968.22,3719.55
28-12-2016,24898.4,33.8,1964.08,3746.17
29-12-2016,25358,34.29,1968.73,3822.21
30-12-2016,25117.09,33.67,1969.18,3776.85
31-12-2016,25117.09,33.67,1969.18,3776.85
01-01-2017,25117.09,33.67,1969.18,3776.85
02-01-2017,25117.09,33.67,1969.18,3776.85
03-01-2017,25419.19,34.66,2057.59,3827.54
04-01-2017,25544.52,35.03,2070.47,3864.07
05-01-2017,25747.75,35.02,2121.67,3707.91
06-01-2017,25520.06,34.69,2104.71,3658.26
07-01-2017,25520.06,34.69,2104.71,3658.26
08-01-2017,25520.06,34.69,2104.71,3658.26
09-01-2017,25928.52,35.25,2143.73,3630.64
10-01-2017,25926.49,35.59,2142.08,3712.19
11-01-2017,26261.03,35.66,2135.41,3661.16
12-01-2017,26264.9,35.56,2148.91,3655.94
13-01-2017,26182,35.43,2151.86,3573.39
14-01-2017,26182,35.43,2151.86,3573.39
15-01-2017,26182,35.43,2151.86,3573.39
16-01-2017,26182,35.43,2151.86,3573.39
17-01-2017,26534.2,36.22,2143.53,3603.34
18-01-2017,26442.9,36.4,2113.16,3635.34
19-01-2017,26331.11,35.99,2089.12,3607.9
20-01-2017,26363.96,36,2128.29,3601.75
21-01-2017,26363.96,36,2128.29,3601.75
22-01-2017,26363.96,36,2128.29,3601.75
23-01-2017,26593.08,36.31,2136.42,3644.4
24-01-2017,26480.17,36.3,2196.22,3730.8
25-01-2017,26239.28,35.92,2143.32,3723.83
26-01-2017,25995.11,35.55,2137.08,3647.88
27-01-2017,26031.74,36.25,2145.9,3628.25
28-01-2017,26031.74,36.25,2145.9,3628.25
29-01-2017,26031.74,36.25,2145.9,3628.25
30-01-2017,26128.52,36.27,2167.45,3598.93
31-01-2017,26353.45,36.94,2165.23,3588.64
01-02-2017,26164.24,36.57,2162.2,3562.28
02-02-2017,26363.59,36.48,2158.36,3536.24
03-02-2017,26351.74,36.52,2169.56,3491.76
04-02-2017,26351.74,36.52,2169.56,3491.76
05-02-2017,26351.74,36.52,2169.56,3491.76
06-02-2017,26557.62,36.9,2182.04,3464.87
07-02-2017,26663.38,37.06,2180.9,3411.06
08-02-2017,26794.61,37.04,2200.55,3439.75
09-02-2017,26591.09,36.91,2194.29,3436.61
10-02-2017,26489.11,37.19,2164.79,3469.64
11-02-2017,26489.11,37.19,2164.79,3469.64
12-02-2017,26489.11,37.19,2164.79,3469.64
13-02-2017,26313.25,37.02,2145.2,3501.05
14-02-2017,26330.72,37.2,2151.59,3523.32
15-02-2017,26443.29,37.28,2163.64,3525.99
16-02-2017,26657.2,37.57,2177.72,3503.31
17-02-2017,26724.7,37.64,2166.95,3501.97
18-02-2017,26724.7,37.64,2166.95,3501.97
19-02-2017,26724.7,37.64,2166.95,3501.97
20-02-2017,26724.7,37.64,2166.95,3501.97
21-02-2017,26643.04,37.47,2160.51,3528.61
22-02-2017,26524.67,37.37,2154.05,3436.43
23-02-2017,26896.09,37.7,2172.43,3362.44
24-02-2017,26946.68,38.03,2200.71,3369.04
25-02-2017,26946.68,38.03,2200.71,3369.04
26-02-2017,26946.68,38.03,2200.71,3369.04
27-02-2017,26938.08,38.04,2222.49,3302.43
28-02-2017,26858.68,38.21,2207.49,3097.9
01-03-2017,26784.12,38.26,2181.93,3162.04
02-03-2017,26480.1,36.82,2124.6,3137.65
03-03-2017,26337.44,36.79,2133.21,3129.24
04-03-2017,26337.44,36.79,2133.21,3129.24
05-03-2017,26337.44,36.79,2133.21,3129.24
06-03-2017,26287.57,36.81,2096.78,3100.27
07-03-2017,26043.46,36.27,2056.73,3041.02
08-03-2017,25883.16,35.76,2030.82,3046.36
09-03-2017,25810.03,35.29,2008.95,3160.88
10-03-2017,25740.92,35.02,2008.55,3159.32
11-03-2017,25740.92,35.02,2008.55,3159.32
12-03-2017,25740.92,35.02,2008.55,3159.32
13-03-2017,25701.79,35.02,2009.07,3159.15
14-03-2017,25569.42,34.76,1994.88,3105.14
15-03-2017,25378.72,34.55,1978.53,3190.53
16-03-2017,25876.04,35.3,2019.66,3162.91
17-03-2017,25860.26,35.35,2022.9,3142.03
18-03-2017,25860.26,35.35,2022.9,3142.03
19-03-2017,25860.26,35.35,2022.9,3142.03
20-03-2017,25965.39,35.44,2044.65,3149.45
21-03-2017,26175.29,35.66,2038.82,3082.74
22-03-2017,26306.66,35.74,2023.8,3119.53
23-03-2017,26204,35.71,2023.99,3119.87
24-03-2017,26263.18,36.07,2035.07,3110.57
25-03-2017,26263.18,36.07,2035.07,3110.57
26-03-2017,26263.18,36.07,2035.07,3110.57
27-03-2017,26393.97,36.77,2036,3134.51
28-03-2017,26251.38,36.87,2001.11,3129.1
29-03-2017,26237.84,36.91,1993.06,3149.15
30-03-2017,25929.91,36.64,1981.92,3124.12
31-03-2017,25981.83,36.75,1975.14,3086.38
01-04-2017,25981.83,36.75,1975.14,3086.38
02-04-2017,25981.83,36.75,1975.14,3086.38
03-04-2017,26057.43,36.66,1988.89,3076.76
04-04-2017,26177.53,36.93,2004.93,3058.76
05-04-2017,26046.35,36.75,2000.22,3068.84
06-04-2017,26144.81,36.87,1998.45,3092.65
07-04-2017,26042.95,36.42,1991.17,3080.47
08-04-2017,26042.95,36.42,1991.17,3080.47
09-04-2017,26042.95,36.42,1991.17,3080.47
10-04-2017,25847.79,35.76,1936.88,3087.05
11-04-2017,26391.8,36.62,2005.34,3111.01
12-04-2017,26499.47,36.74,2004.97,3046.44
13-04-2017,26665.99,37.09,2019.18,3012.36
14-04-2017,26665.99,37.09,2019.18,3012.36
15-04-2017,26665.99,37.09,2019.18,3012.36
16-04-2017,26665.99,37.09,2019.18,3012.36
17-04-2017,26719.37,37.07,2046.33,3019.01
18-04-2017,26748.18,36.56,2020.66,2979.96
19-04-2017,26601.51,36.42,2008.5,2974.74
20-04-2017,26643.5,36.18,2032.71,3030.85
21-04-2017,26763.32,35.86,2025.85,3013.16
22-04-2017,26763.32,35.86,2025.85,3013.16
23-04-2017,26763.32,35.86,2025.85,3013.16
24-04-2017,26513.97,35.88,1989.27,3014.81
25-04-2017,26200.26,35.21,1976.2,3007.01
26-04-2017,26111.57,34.73,1956.97,3011.15
27-04-2017,26010.6,34.38,1947.96,2960.07
28-04-2017,26076.28,34.25,1948.98,2978.15
29-04-2017,26076.28,34.25,1948.98,2978.15
30-04-2017,26076.28,34.25,1948.98,2978.15
01-05-2017,25892.56,33.54,1920.92,2959.09
02-05-2017,25898.15,33.47,1905.79,2963.62
03-05-2017,25674.55,32.86,1858.03,2906
04-05-2017,25319.84,32.44,1868.9,2873.4
05-05-2017,25268.99,32.36,1872.69,2922.73
06-05-2017,25268.99,32.36,1872.69,2922.73
07-05-2017,25268.99,32.36,1872.69,2922.73
08-05-2017,25333.67,32.4,1896.15,2906.94
09-05-2017,25146.77,32.07,1860.48,2924.08
10-05-2017,25298.21,32.47,1885.78,2904.49
11-05-2017,25375.05,32.54,1899.34,2881.73
12-05-2017,25372.78,32.72,1893.34,2844.07
13-05-2017,25372.78,32.72,1893.34,2844.07
14-05-2017,25372.78,32.72,1893.34,2844.07
15-05-2017,25345.61,33.05,1910.72,2850.02
16-05-2017,25427.14,33.25,1924.02,2833.05
17-05-2017,25834.47,33.49,1938.56,2838.44
18-05-2017,25848.12,33.21,1929.37,2848.6
19-05-2017,26126.97,33.8,1955.72,2890.22
20-05-2017,26126.97,33.8,1955.72,2890.22
21-05-2017,26126.97,33.8,1955.72,2890.22
22-05-2017,26122.53,34.36,1963.9,2912.64
23-05-2017,26021.14,34.29,1963.61,2865.74
24-05-2017,26126.39,34.46,1970.54,2804.99
25-05-2017,26146.81,34.55,1977.56,2700.93
26-05-2017,26305,34.7,1991.76,2676.48
27-05-2017,26305,34.7,1991.76,2676.48
28-05-2017,26305,34.7,1991.76,2676.48
29-05-2017,26305,34.7,1991.76,2676.48
30-05-2017,26175.93,34.89,1948.11,2648.08
31-05-2017,26426.24,34.91,1970.54,2639.89
01-06-2017,26274.09,34.59,1922.96,2732.22
02-06-2017,26424.86,35.01,1969.65,2743.12
03-06-2017,26424.86,35.01,1969.65,2743.12
04-06-2017,26424.86,35.01,1969.65,2743.12
05-06-2017,26490.05,35.15,1980.18,2729.05
06-06-2017,26777.33,35.38,1990.3,2794.89
07-06-2017,26720.11,35.24,1960.15,2852.97
08-06-2017,26433.38,34.83,1940.41,2879.5
09-06-2017,26200.71,34.36,1939.7,2902.11
10-06-2017,26200.71,34.36,1939.7,2902.11
11-06-2017,26200.71,34.36,1939.7,2902.11
12-06-2017,26205.32,33.87,1952.41,2903.62
13-06-2017,26236.59,33.56,1913.13,2896.81
14-06-2017,26336.02,34.24,1967.13,2865.62
15-06-2017,25832.6,33.31,1898.56,2829.71
16-06-2017,26028.66,33.41,1921.84,2853.12
17-06-2017,26028.66,33.41,1921.84,2853.12
18-06-2017,26028.66,33.41,1921.84,2853.12
19-06-2017,25759.24,33.01,1917.14,2854.42
20-06-2017,25729.94,32.89,1908.7,2801.77
21-06-2017,25796.85,32.83,1921.38,2746.2
